product_id,product_name,category,returns_percent,risk_level,news_summary,user_id,user_age,user_risk_appetite,investment_goal,age_group
FUND01547,SBI Growth Fund,Equity,7.01,High,Investors shift focus to emerging markets,USER0457,32,High,retirement,26-35
FUND01548,HDFC Growth Fund,Debt,13.51,Low,Economic growth forecasts revised upward,USER2000,37,High,child education,36-45
FUND01549,HDFC Balanced Fund,Equity,15.83,Moderate,Oil prices stabilize amid geopolitical tensions,USER0611,65,Low,long-term growth,
FUND01550,ICICI Growth Fund,Equity,18.13,High,Investors shift focus to emerging markets,USER0510,32,Moderate,short-term gain,26-35
FUND01551,Axis Index Fund,Sectoral,11.5,High,High-risk funds show unexpected performance,USER0005,22,Moderate,long-term growth,18-25
FUND01552,Kotak Value Fund,Equity,10.98,Moderate,Economic growth forecasts revised upward,USER0070,37,Moderate,retirement,36-45
FUND01553,ICICI Tax Saver Fund,Balanced,7.61,Low,High-risk funds show unexpected performance,USER1236,25,Moderate,tax saving,18-25
FUND01554,HDFC Balanced Fund,Balanced,7.87,Moderate,Economic growth forecasts revised upward,USER0791,49,Moderate,short-term gain,46-60
FUND01555,HDFC Index Fund,Balanced,10.87,Low,Mutual funds see record inflows this quarter,USER1273,50,Low,long-term growth,46-60
FUND01556,SBI Tax Saver Fund,Balanced,13.84,Moderate,Financial sector poised for recovery,USER0458,46,Moderate,child education,46-60
FUND01557,SBI Growth Fund,Sectoral,16.57,Moderate,Economic growth forecasts revised upward,USER1819,54,Low,tax saving,46-60
FUND01558,Kotak Growth Fund,Balanced,7.98,Low,Strong corporate earnings boost investor sentiment,USER1788,36,Moderate,long-term growth,36-45
FUND01559,SBI Growth Fund,Debt,19.46,High,Mutual funds see record inflows this quarter,USER0544,30,High,child education,26-35
FUND01560,HDFC Growth Fund,Balanced,10.64,Low,Index funds outperform actively managed peers,USER0563,28,Moderate,short-term gain,26-35
FUND01561,Kotak Index Fund,Debt,11.89,Low,High-risk funds show unexpected performance,USER0934,62,Low,long-term growth,
FUND01562,Kotak Balanced Fund,Sectoral,8.26,High,Economic growth forecasts revised upward,USER1009,58,Low,retirement,46-60
FUND01563,ICICI Tax Saver Fund,Balanced,-0.12,High,Economic growth forecasts revised upward,USER0570,28,Moderate,tax saving,26-35
FUND01564,Axis Growth Fund,Balanced,16.42,High,Financial sector poised for recovery,USER0027,60,High,child education,46-60
FUND01565,SBI Index Fund,Balanced,15.68,High,Strong corporate earnings boost investor sentiment,USER0338,42,High,long-term growth,36-45
FUND01566,Axis Growth Fund,Debt,10.59,Low,Financial sector poised for recovery,USER1910,60,Low,tax saving,46-60
FUND01567,Kotak Index Fund,Sectoral,12.33,Moderate,Strong corporate earnings boost investor sentiment,USER1501,43,Low,child education,36-45
FUND01568,ICICI Tax Saver Fund,Sectoral,14.58,Moderate,High-risk funds show unexpected performance,USER1993,50,Moderate,long-term growth,46-60
FUND01569,SBI Value Fund,Sectoral,4.19,Moderate,Federal Reserve hints at interest rate cuts,USER0651,54,Moderate,short-term gain,46-60
FUND01570,SBI Index Fund,Balanced,9.35,Moderate,Mutual funds see record inflows this quarter,USER1465,27,Low,tax saving,26-35
FUND01571,SBI Tax Saver Fund,Debt,15.97,High,Mutual funds see record inflows this quarter,USER1442,26,High,tax saving,26-35
FUND01572,Kotak Balanced Fund,Index,5.73,High,Oil prices stabilize amid geopolitical tensions,USER1694,22,High,tax saving,18-25
FUND01573,SBI Value Fund,Index,13.47,Moderate,Strong corporate earnings boost investor sentiment,USER0499,55,Low,short-term gain,46-60
FUND01574,Axis Growth Fund,Balanced,5.22,Low,High-risk funds show unexpected performance,USER1181,42,High,tax saving,36-45
FUND01575,SBI Tax Saver Fund,Equity,14.33,High,Strong corporate earnings boost investor sentiment,USER1979,34,Low,short-term gain,26-35
FUND01576,ICICI Value Fund,Equity,11.82,Moderate,Mutual funds see record inflows this quarter,USER1506,22,Moderate,short-term gain,18-25
FUND01577,ICICI Balanced Fund,Hybrid,3.92,Low,Markets rally as tech stocks gain momentum,USER1728,47,Moderate,retirement,46-60
FUND01578,SBI Tax Saver Fund,Sectoral,17.82,High,Investors shift focus to emerging markets,USER0749,29,Moderate,child education,26-35
FUND01579,Kotak Tax Saver Fund,Debt,8.33,Low,Strong corporate earnings boost investor sentiment,USER0541,43,Low,retirement,36-45
FUND01580,HDFC Index Fund,Hybrid,7.95,Low,Markets rally as tech stocks gain momentum,USER1671,44,High,long-term growth,36-45
FUND01581,ICICI Value Fund,Hybrid,13.0,High,Mutual funds see record inflows this quarter,USER1857,49,High,long-term growth,46-60
FUND01582,ICICI Balanced Fund,Hybrid,17.74,Moderate,Oil prices stabilize amid geopolitical tensions,USER0262,52,Low,retirement,46-60
FUND01583,HDFC Tax Saver Fund,Index,6.92,High,High-risk funds show unexpected performance,USER0514,49,High,long-term growth,46-60
FUND01584,ICICI Growth Fund,Balanced,12.31,Moderate,High-risk funds show unexpected performance,USER1396,62,Moderate,long-term growth,
FUND01585,Axis Balanced Fund,Index,14.14,High,Investors shift focus to emerging markets,USER1844,46,High,long-term growth,46-60
FUND01586,Kotak Growth Fund,Sectoral,15.47,High,Financial sector poised for recovery,USER0251,53,Moderate,long-term growth,46-60
FUND01587,SBI Growth Fund,Balanced,12.88,High,Markets rally as tech stocks gain momentum,USER0524,24,Moderate,long-term growth,18-25
FUND01588,Axis Growth Fund,Equity,10.16,Moderate,Index funds outperform actively managed peers,USER1191,42,High,retirement,36-45
FUND01589,SBI Index Fund,Index,7.86,Low,Strong corporate earnings boost investor sentiment,USER0597,25,Moderate,tax saving,18-25
FUND01590,ICICI Tax Saver Fund,Equity,12.43,High,Index funds outperform actively managed peers,USER1115,62,Moderate,child education,
FUND01591,Axis Growth Fund,Hybrid,6.64,High,Financial sector poised for recovery,USER1945,27,Moderate,long-term growth,26-35
FUND01592,HDFC Value Fund,Sectoral,-2.61,High,Economic growth forecasts revised upward,USER1629,47,High,child education,46-60
FUND01593,ICICI Value Fund,Sectoral,14.18,High,Mutual funds see record inflows this quarter,USER1751,42,Low,long-term growth,36-45
FUND01594,ICICI Balanced Fund,Equity,16.52,High,Oil prices stabilize amid geopolitical tensions,USER1141,40,Moderate,tax saving,36-45
FUND01595,Axis Index Fund,Sectoral,0.19,High,Financial sector poised for recovery,USER1122,25,Moderate,long-term growth,18-25
FUND01596,Kotak Growth Fund,Debt,6.95,Moderate,Strong corporate earnings boost investor sentiment,USER1305,25,High,retirement,18-25
FUND01597,SBI Index Fund,Debt,15.1,Low,Mutual funds see record inflows this quarter,USER0344,35,Moderate,tax saving,26-35
FUND01598,SBI Growth Fund,Index,22.29,High,Markets rally as tech stocks gain momentum,USER0725,26,Moderate,child education,26-35
FUND01599,HDFC Tax Saver Fund,Index,12.1,Moderate,Oil prices stabilize amid geopolitical tensions,USER0953,34,High,retirement,26-35
FUND01600,HDFC Index Fund,Sectoral,8.36,Moderate,High-risk funds show unexpected performance,USER0369,64,Low,tax saving,
FUND01601,ICICI Balanced Fund,Index,11.09,High,Mutual funds see record inflows this quarter,USER0442,24,Low,short-term gain,18-25
FUND01602,ICICI Index Fund,Index,18.87,High,Strong corporate earnings boost investor sentiment,USER1129,49,Low,long-term growth,46-60
FUND01603,Kotak Balanced Fund,Sectoral,8.77,High,Index funds outperform actively managed peers,USER1329,31,Moderate,long-term growth,26-35
FUND01604,Kotak Balanced Fund,Debt,8.0,Low,Markets rally as tech stocks gain momentum,USER1999,41,Low,long-term growth,36-45
FUND01605,SBI Index Fund,Hybrid,9.59,High,High-risk funds show unexpected performance,USER1306,43,High,tax saving,36-45
FUND01606,Kotak Growth Fund,Equity,7.23,High,Index funds outperform actively managed peers,USER1021,43,High,tax saving,36-45
FUND01607,Axis Index Fund,Hybrid,12.61,Moderate,Markets rally as tech stocks gain momentum,USER1139,42,High,tax saving,36-45
FUND01608,ICICI Value Fund,Hybrid,20.12,High,Mutual funds see record inflows this quarter,USER0366,44,Moderate,tax saving,36-45
FUND01609,HDFC Value Fund,Debt,13.62,Moderate,Oil prices stabilize amid geopolitical tensions,USER0457,32,High,retirement,26-35
FUND01610,Kotak Index Fund,Sectoral,10.74,Low,Index funds outperform actively managed peers,USER1776,34,High,short-term gain,26-35
FUND01611,Axis Growth Fund,Debt,10.54,Low,Oil prices stabilize amid geopolitical tensions,USER0684,60,Low,short-term gain,46-60
FUND01612,SBI Balanced Fund,Balanced,4.18,Low,Oil prices stabilize amid geopolitical tensions,USER0445,46,High,child education,46-60
FUND01613,HDFC Growth Fund,Debt,16.42,High,Index funds outperform actively managed peers,USER0510,32,Moderate,short-term gain,26-35
FUND01614,ICICI Value Fund,Equity,11.61,Moderate,Mutual funds see record inflows this quarter,USER1064,25,Moderate,long-term growth,18-25
FUND01615,HDFC Value Fund,Index,11.1,Moderate,Economic growth forecasts revised upward,USER0684,60,Low,short-term gain,46-60
FUND01616,HDFC Value Fund,Debt,27.97,High,Financial sector poised for recovery,USER1878,24,Moderate,child education,18-25
FUND01617,Kotak Balanced Fund,Debt,13.49,High,Oil prices stabilize amid geopolitical tensions,USER0601,40,Low,tax saving,36-45
FUND01618,Kotak Value Fund,Sectoral,8.24,Moderate,Investors shift focus to emerging markets,USER1689,57,Low,retirement,46-60
FUND01619,Kotak Balanced Fund,Balanced,9.87,High,Financial sector poised for recovery,USER1219,61,Moderate,long-term growth,
FUND01620,HDFC Index Fund,Sectoral,17.74,High,Federal Reserve hints at interest rate cuts,USER1406,58,High,child education,46-60
FUND01621,Kotak Growth Fund,Hybrid,12.57,Low,Oil prices stabilize amid geopolitical tensions,USER1896,50,High,retirement,46-60
FUND01622,HDFC Value Fund,Debt,4.81,High,Economic growth forecasts revised upward,USER1886,28,Low,short-term gain,26-35
FUND01623,Kotak Value Fund,Equity,16.6,Moderate,Financial sector poised for recovery,USER1451,26,High,long-term growth,26-35
FUND01624,HDFC Growth Fund,Index,8.66,High,Economic growth forecasts revised upward,USER0949,40,Low,short-term gain,36-45
FUND01625,SBI Value Fund,Equity,21.37,Low,Strong corporate earnings boost investor sentiment,USER1453,60,Low,child education,46-60
FUND01626,SBI Index Fund,Debt,17.4,Moderate,Index funds outperform actively managed peers,USER1665,37,Moderate,short-term gain,36-45
FUND01627,Kotak Growth Fund,Hybrid,9.76,Moderate,Markets rally as tech stocks gain momentum,USER0845,31,Moderate,tax saving,26-35
FUND01628,Kotak Tax Saver Fund,Equity,18.41,Low,Strong corporate earnings boost investor sentiment,USER1895,52,Moderate,short-term gain,46-60
FUND01629,ICICI Tax Saver Fund,Index,12.34,High,Markets rally as tech stocks gain momentum,USER0483,39,High,short-term gain,36-45
FUND01630,HDFC Growth Fund,Debt,16.26,High,High-risk funds show unexpected performance,USER0885,56,Moderate,long-term growth,46-60
FUND01631,SBI Value Fund,Index,14.42,Moderate,Oil prices stabilize amid geopolitical tensions,USER0425,27,Moderate,short-term gain,26-35
FUND01632,ICICI Growth Fund,Hybrid,7.77,High,High-risk funds show unexpected performance,USER1604,44,Low,retirement,36-45
FUND01633,SBI Value Fund,Balanced,8.78,Moderate,Oil prices stabilize amid geopolitical tensions,USER1819,54,Low,tax saving,46-60
FUND01634,ICICI Tax Saver Fund,Hybrid,17.15,Low,Markets rally as tech stocks gain momentum,USER0083,57,Low,long-term growth,46-60
FUND01635,SBI Index Fund,Equity,10.33,High,Strong corporate earnings boost investor sentiment,USER1375,64,Low,long-term growth,
FUND01636,SBI Balanced Fund,Debt,9.98,Moderate,Federal Reserve hints at interest rate cuts,USER1760,26,High,tax saving,26-35
FUND01637,Axis Balanced Fund,Equity,7.22,High,Mutual funds see record inflows this quarter,USER0817,56,High,retirement,46-60
FUND01638,Axis Tax Saver Fund,Balanced,14.12,High,Markets rally as tech stocks gain momentum,USER0928,38,Moderate,tax saving,36-45
FUND01639,ICICI Index Fund,Debt,22.31,High,Economic growth forecasts revised upward,USER0102,51,Low,tax saving,46-60
FUND01640,ICICI Index Fund,Hybrid,6.66,High,Oil prices stabilize amid geopolitical tensions,USER0619,37,High,long-term growth,36-45
FUND01641,SBI Index Fund,Sectoral,12.12,Low,Investors shift focus to emerging markets,USER1837,47,Low,retirement,46-60
FUND01642,ICICI Balanced Fund,Sectoral,19.06,High,Strong corporate earnings boost investor sentiment,USER0590,26,Low,tax saving,26-35
FUND01643,ICICI Balanced Fund,Hybrid,11.6,High,Markets rally as tech stocks gain momentum,USER1541,23,Moderate,long-term growth,18-25
FUND01644,Kotak Balanced Fund,Index,14.26,Low,Mutual funds see record inflows this quarter,USER1298,62,Moderate,tax saving,
FUND01645,Kotak Balanced Fund,Hybrid,6.69,Low,Federal Reserve hints at interest rate cuts,USER1462,33,High,child education,26-35
FUND01646,Kotak Tax Saver Fund,Balanced,14.14,Low,Markets rally as tech stocks gain momentum,USER1400,65,Moderate,child education,
FUND01647,ICICI Value Fund,Debt,11.06,High,Investors shift focus to emerging markets,USER0205,62,High,retirement,
FUND01648,HDFC Value Fund,Index,16.93,Moderate,Economic growth forecasts revised upward,USER0557,24,Low,long-term growth,18-25
FUND01649,SBI Index Fund,Balanced,17.94,High,Mutual funds see record inflows this quarter,USER0452,42,Moderate,long-term growth,36-45
FUND01650,SBI Balanced Fund,Debt,24.95,Low,Index funds outperform actively managed peers,USER1723,45,Moderate,child education,36-45
FUND01651,ICICI Balanced Fund,Equity,14.9,High,Oil prices stabilize amid geopolitical tensions,USER1104,26,Low,long-term growth,26-35
FUND01652,Kotak Value Fund,Sectoral,13.63,High,Index funds outperform actively managed peers,USER1444,25,Moderate,child education,18-25
FUND01653,Kotak Balanced Fund,Sectoral,12.97,Low,High-risk funds show unexpected performance,USER1346,52,Moderate,retirement,46-60
FUND01654,ICICI Growth Fund,Hybrid,10.23,Low,Financial sector poised for recovery,USER1280,29,High,tax saving,26-35
FUND01655,Axis Balanced Fund,Sectoral,13.69,High,Economic growth forecasts revised upward,USER0598,46,Moderate,long-term growth,46-60
FUND01656,Axis Value Fund,Debt,10.52,Moderate,Oil prices stabilize amid geopolitical tensions,USER1372,25,Moderate,short-term gain,18-25
FUND01657,Axis Index Fund,Debt,12.84,Low,Oil prices stabilize amid geopolitical tensions,USER0874,36,Low,retirement,36-45
FUND01658,ICICI Balanced Fund,Equity,18.59,Moderate,Strong corporate earnings boost investor sentiment,USER1048,62,High,long-term growth,
FUND01659,HDFC Value Fund,Index,6.97,Low,Economic growth forecasts revised upward,USER1933,42,Moderate,tax saving,36-45
FUND01660,ICICI Balanced Fund,Equity,17.7,Low,High-risk funds show unexpected performance,USER1595,23,High,child education,18-25
FUND01661,Axis Tax Saver Fund,Index,18.59,High,Strong corporate earnings boost investor sentiment,USER0271,58,Low,tax saving,46-60
FUND01662,SBI Index Fund,Debt,11.41,Moderate,Economic growth forecasts revised upward,USER0239,36,High,short-term gain,36-45
FUND01663,Axis Growth Fund,Sectoral,1.39,High,Strong corporate earnings boost investor sentiment,USER1665,37,Moderate,short-term gain,36-45
FUND01664,Axis Value Fund,Index,8.96,High,Economic growth forecasts revised upward,USER0102,51,Low,tax saving,46-60
FUND01665,Kotak Tax Saver Fund,Sectoral,18.48,High,Economic growth forecasts revised upward,USER0273,50,High,child education,46-60
FUND01666,HDFC Tax Saver Fund,Equity,11.89,Moderate,Markets rally as tech stocks gain momentum,USER1440,53,Moderate,long-term growth,46-60
FUND01667,Axis Growth Fund,Debt,7.0,High,Oil prices stabilize amid geopolitical tensions,USER0151,40,Moderate,long-term growth,36-45
FUND01668,Kotak Index Fund,Balanced,9.48,Low,Oil prices stabilize amid geopolitical tensions,USER0227,44,Low,short-term gain,36-45
FUND01669,Kotak Index Fund,Sectoral,16.2,High,Investors shift focus to emerging markets,USER1213,59,High,long-term growth,46-60
FUND01670,HDFC Balanced Fund,Hybrid,14.73,Moderate,High-risk funds show unexpected performance,USER1121,53,High,tax saving,46-60
FUND01671,Axis Value Fund,Hybrid,10.81,Moderate,Oil prices stabilize amid geopolitical tensions,USER0963,52,Moderate,long-term growth,46-60
FUND01672,ICICI Index Fund,Hybrid,10.17,High,Financial sector poised for recovery,USER1051,65,Moderate,short-term gain,
FUND01673,HDFC Tax Saver Fund,Debt,10.04,Moderate,Financial sector poised for recovery,USER1309,38,High,long-term growth,36-45
FUND01674,Axis Growth Fund,Balanced,7.39,High,High-risk funds show unexpected performance,USER0880,46,Low,child education,46-60
